4.634005,1.669843,0.547972,8.870177,2.59643,2.102386,1.954874,1.455723,726.183455,10.657986,2966.817618,7.325304,26.507082,7.457059,11.379792,252.97506,91.717685,57.50229,13815.05886,13614.66309,5.620429,163.066632,177.533397,1377.354807,0.398927,1.778617,4.866095,41.252531,15.929491,92.797404,1.905776,7.932281,0.561687,89.820883,60.201586,3.602991,5.310463,3.579266,35.756182,5.469794,2.102386,9.898827,158.485125,9.437759,1.652407,47.325217,43.242745,9.119971,1.707122,5.358175,0.73461,1.459079,3.13308,1/1/08
4.636776,1.672471,0.554094,8.81626,2.607822,2.118764,1.955701,1.463924,733.742686,10.749574,2968.275784,7.337391,26.34661,7.454656,11.51096,253.636711,91.98758,58.062787,13830.43761,13749.38594,5.66628,161.698669,177.900773,1380.588363,0.401671,1.806725,4.878769,40.66753,16.065441,93.725718,1.90711,7.964738,0.567218,90.852052,60.657187,3.610581,5.365059,3.603308,36.020002,5.495969,2.118764,10.047504,160.092662,9.43186,1.646707,47.783906,44.215445,9.225206,1.724483,5.410892,0.743367,1.473675,3.164422,1/2/08
4.629346,1.670658,0.553335,8.816727,2.578848,2.115125,1.955864,1.45943,731.964724,10.716476,2970.291634,7.348186,26.165004,7.451672,11.499112,253.391012,90.948748,57.844072,13823.58167,13747.91232,5.628959,161.507087,177.672355,1380.23448,0.402433,1.806338,4.846177,40.521054,16.03378,93.705629,1.900766,7.881102,0.566433,91.141984,60.364253,3.602128,5.363543,3.59837,36.013254,5.51999,2.115125,10.108674,160.087816,9.369038,1.640823,47.754511,43.906567,9.223227,1.720282,5.4115,0.746758,1.473359,3.152988,1/3/08
4.641731,1.687376,0.555948,8.847156,2.604755,2.117988,1.955761,1.476994,732.864608,10.75287,2974.628993,7.355225,26.103569,7.449683,11.532585,254.56868,91.098164,58.043705,13937.31169,13795.35941,5.636206,160.270207,178.318678,1387.531513,0.403614,1.804441,4.854095,41.614646,16.154073,94.029028,1.91805,7.871379,0.568352,91.552634,60.40685,3.607436,5.383517,3.591406,36.07107,5.538696,2.117988,10.153379,160.548651,9.369103,1.636188,47.931149,44.027721,9.353616,1.725994,5.43062,0.748449,1.478444,3.170663,1/4/08
4.641232,1.691637,0.554732,8.887643,2.59086,2.11521,1.952848,1.479703,732.999512,10.73741,2955.643585,7.3395,26.076822,7.458856,11.508472,254.822431,90.718856,58.010699,13937.4894,13702.31851,5.616659,160.289464,177.587235,1387.640988,0.403065,1.802021,4.85383,41.562387,16.122201,93.758018,1.924447,7.891503,0.567272,90.321685,60.315282,3.60797,5.370281,3.585397,36.033963,5.532553,2.11521,10.134773,160.259957,9.390606,1.634688,47.858897,43.964788,9.321434,1.732062,5.418214,0.747376,1.475351,3.16403,1/5/08
4.641232,1.684039,0.553301,8.885668,2.604584,2.11521,1.95543,1.479703,732.999512,10.730225,2959.553264,7.349164,26.065019,7.458856,11.508472,253.907835,90.340142,58.010699,13937.4894,13731.60422,5.616659,160.289464,177.521559,1387.640988,0.402771,1.796608,4.85383,41.61005,16.122201,94.099335,1.914341,7.854176,0.568312,90.321685,60.394951,3.603544,5.383849,3.585397,36.033963,5.533302,2.11521,10.134773,160.52552,9.349297,1.633508,47.858897,43.932252,9.321434,1.732062,5.419258,0.746822,1.475351,3.16403,1/6/08
4.602846,1.685211,0.551918,8.933361,2.596153,2.109487,1.955474,1.475498,724.205543,10.670383,2950.847641,7.348785,26.128395,7.447894,11.453644,255.403672,91.454563,57.630495,13934.02752,13603.26082,5.612659,160.16272,177.146674,1380.425657,0.401245,1.791062,4.817486,40.445698,16.029268,93.370104,1.916157,7.904709,0.564333,91.623085,60.030165,3.61248,5.343505,3.596007,35.887299,5.498331,2.109487,10.16758,159.074412,9.376906,1.640794,47.65986,43.718813,9.176255,1.716912,5.393005,0.745191,1.468083,3.148445,1/7/08
4.604028,1.670362,0.553324,8.912932,2.586497,2.1069,1.95548,1.470351,719.321227,10.691662,2944.684483,7.340721,26.05319,7.4477,11.481179,254.508113,91.40432,57.58396,13867.15914,13635.90526,5.580563,160.850186,177.556545,1382.237334,0.402058,1.799775,4.813139,41.503716,16.023048,93.594169,1.907318,7.88689,0.566248,91.769377,60.085691,3.597216,5.35753,3.590573,35.993492,5.5177,2.1069,10.119451,159.529496,9.383228,1.639194,47.744799,43.706462,9.198276,1.70621,5.404622,0.745923,1.471606,3.159981,1/8/08
4.589899,1.666511,0.551409,8.882796,2.601642,2.099938,1.955966,1.4792,713.02883,10.65217,2938.934132,7.340748,25.973546,7.448295,11.447544,254.885364,92.92898,57.37081,13829.69152,13588.90403,5.558457,160.416247,176.981948,1374.762766,0.400569,1.792838,4.787752,40.486604,16.091955,93.271562,1.901866,7.894737,0.56381,91.526387,59.438623,3.603282,5.338919,3.665748,35.824536,5.491896,2.099938,10.078347,158.796301,9.417655,1.634978,47.611026,43.335869,9.166571,1.705715,5.386579,0.749377,1.466534,3.153048,1/9/08
4.60678,1.658335,0.554184,8.94321,2.60034,2.110721,1.955229,1.493816,711.354059,10.716732,2953.290934,7.341829,25.865818,7.443955,11.49995,253.351098,92.108377,57.857386,13904.3413,13653.81263,5.579906,161.184337,177.713759,1381.439848,0.402555,1.800122,4.814572,40.010903,16.148398,93.727197,1.886877,7.811546,0.567153,92.032445,60.804782,3.576387,5.363671,3.664203,35.975658,5.525631,2.110721,10.105827,159.601501,9.363509,1.631147,47.836239,43.457146,9.21135,1.699592,5.412451,0.753275,1.473698,3.160505,1/10/08
4.625375,1.656499,0.556676,8.945205,2.586862,2.116752,1.955694,1.508109,704.550605,10.738298,2940.92582,7.342437,25.884887,7.444482,11.541174,253.508913,93.373286,57.887001,13956.43047,13700.66297,5.575784,161.337505,178.259435,1386.892707,0.403435,1.806843,4.818461,41.918173,16.15143,94.038654,1.884346,7.812192,0.569133,92.722704,60.001269,3.580373,5.382828,3.685819,36.036311,5.537304,2.116752,9.987324,159.858319,9.383712,1.630447,47.968585,43.594699,9.342585,1.699315,5.430437,0.754823,1.478595,3.170995,1/11/08
4.622989,1.655744,0.55604,8.939494,2.587686,2.118353,1.954249,1.506787,716.457006,10.732151,2952.615985,7.350101,25.863559,7.444677,11.534125,253.227034,93.279937,58.060703,13937.46167,13697.62304,5.572591,161.045064,178.150006,1386.78597,0.40347,1.807287,4.81916,41.894178,16.154464,94.498341,1.88413,7.807686,0.569192,92.65485,59.913847,3.583984,5.382257,3.674127,36.008457,5.542001,2.118353,9.982636,159.781589,9.378089,1.625967,47.97807,43.56034,9.297148,1.702736,5.427771,0.754302,1.477749,3.169173,1/12/08
4.625575,1.655744,0.556343,8.932844,2.587686,2.118353,1.954249,1.506787,716.457006,10.732151,2950.399362,7.344633,25.863559,7.444677,11.534125,253.227034,93.275504,58.060703,13937.46167,13697.62304,5.572591,160.816013,178.017009,1385.419053,0.40347,1.805883,4.81916,42.526655,16.154464,94.428887,1.88413,7.81803,0.568763,92.65485,59.869515,3.581029,5.379744,3.674127,36.026038,5.542001,2.118353,9.982636,159.781589,9.390355,1.625967,47.97807,43.570708,9.297148,1.702736,5.427771,0.754302,1.477749,3.169173,1/13/08
4.668892,1.657107,0.558942,8.902671,2.580998,2.126377,1.955627,1.518922,698.528717,10.785843,2897.638729,7.348674,25.838207,7.444988,11.608277,253.037145,95.216432,58.190893,13938.37337,13783.14969,5.524034,160.93079,179.08933,1394.394743,0.405999,1.815937,4.839039,41.426799,16.237905,94.604826,1.883299,7.834154,0.572612,92.834705,60.288264,3.571581,5.415385,3.695626,36.117921,5.57086,2.126377,10.030991,160.999267,9.38724,1.625927,48.075912,44.169326,9.311733,1.710866,5.46328,0.759667,1.487497,3.19008,1/14/08
4.659154,1.672703,0.558768,8.860157,2.596623,2.12113,1.955891,1.509371,702.680642,10.748268,2895.46332,7.333521,25.901797,7.444597,11.573167,254.213298,95.298062,58.262391,13998.07669,13687.06165,5.496759,158.928426,178.66009,1388.200518,0.404453,1.798625,4.833625,41.70302,16.205286,94.234891,1.902366,7.866448,0.571405,92.676675,60.028367,3.578539,5.402678,3.702391,36.094486,5.559045,2.12113,10.112082,160.6,9.407259,1.620457,47.80306,44.334122,9.289928,1.715081,5.450487,0.754342,1.484014,3.182604,1/15/08
4.603766,1.667461,0.550021,8.808213,2.591176,2.094705,1.955448,1.49881,699.903235,10.587173,2867.92309,7.327762,26.200475,7.442645,11.419263,254.942211,95.904402,57.431309,13954.45086,13502.2229,5.463501,157.045494,176.000139,1376.563632,0.400118,1.775067,4.784581,42.162422,16.012475,92.962285,1.901826,7.933359,0.563339,91.410708,59.217707,3.595735,5.329598,3.690783,35.863692,5.481749,2.094705,10.155013,158.160322,9.434072,1.611797,47.201511,43.578291,9.146903,1.723614,5.376444,0.745515,1.463973,3.139636,1/16/08
4.624241,1.664255,0.552151,9.034377,2.612659,2.107113,1.955723,1.511885,696.799385,10.646754,2867.100336,7.334101,26.152433,7.452311,11.4634,255.606871,95.445055,57.679831,13955.52212,13558.4323,5.506529,157.157216,176.287572,1389.082182,0.400924,1.780922,4.81266,42.271811,16.071186,93.268889,1.908976,7.983721,0.565352,91.065687,59.80137,3.609726,5.347362,3.681462,35.918069,5.507271,2.107113,10.335137,158.552705,9.430934,1.614664,47.383533,44.482408,9.247574,1.734798,5.394966,0.743977,1.468801,3.149999,1/17/08
4.60705,1.669125,0.54935,8.989137,2.627264,2.102966,1.955888,1.505007,696.392659,10.586221,2886.287375,7.331584,26.218149,7.4521,11.412932,257.237621,94.640571,57.301831,13812.47265,13505.98307,5.529627,156.102493,175.983863,1378.252794,0.399419,1.773945,4.780847,42.002096,15.989679,93.453147,1.92911,7.99686,0.5627,90.630447,59.49231,3.630014,5.322866,3.690998,35.829853,5.475219,2.102966,10.345087,157.857773,9.426364,1.609061,47.237466,45.406209,9.136865,1.73783,5.368685,0.748659,1.461781,3.138883,1/18/08
4.607994,1.670018,0.549663,9.015946,2.628701,2.104101,1.956628,1.502438,696.127103,10.590403,2877.803043,7.335985,26.238018,7.46167,11.416455,257.349877,94.685277,57.322093,13812.50411,13536.71465,5.536846,156.253884,176.309305,1378.018732,0.399573,1.777131,4.780911,42.019873,15.913461,93.619993,1.930453,8.011201,0.56267,90.83797,59.498724,3.631033,5.322546,3.692303,35.848243,5.483765,2.104101,10.347954,158.008642,9.427876,1.60904,47.251245,45.469576,9.161299,1.734286,5.37146,0.747864,1.462298,3.136045,1/19/08
4.608024,1.669737,0.55077,9.015966,2.628259,2.103747,1.956299,1.502186,696.010059,10.588622,2876.441949,7.335994,26.233607,7.460415,11.414536,257.306607,94.624033,57.312455,13812.52102,13534.43865,5.526553,156.227612,176.308902,1378.020966,0.399506,1.777198,4.780911,42.019387,15.910786,93.620334,1.930129,7.999327,0.562671,90.822697,59.498955,3.631007,5.323479,3.691682,35.842215,5.482843,2.103747,10.346214,157.887042,9.426291,1.608769,47.2433,45.467826,9.159758,1.733994,5.370557,0.747738,1.462052,3.135518,1/20/08
4.562986,1.676593,0.543574,8.88339,2.642146,2.090353,1.956155,1.491457,698.343368,10.45854,2846.814431,7.323016,26.329173,7.451773,11.284955,259.821216,96.468045,56.849604,13815.1598,13327.02017,5.482643,152.963233,174.023845,1370.17357,0.394759,1.751997,4.755588,41.530126,15.861189,91.716244,1.930681,8.02352,0.555909,89.838588,58.799501,3.652805,5.258663,3.738587,35.75622,5.410525,2.090353,10.42331,155.903171,9.477501,1.602355,46.681402,44.751892,9.027912,1.758031,5.30481,0.742809,1.44435,3.101453,1/21/08
4.610247,1.682028,0.548972,9.165273,2.63134,2.098082,1.955871,1.49754,699.797695,10.600261,2936.147991,7.314521,26.144984,7.450857,11.408775,257.230652,95.974521,57.194798,13858.92003,13660.36843,5.424558,155.982643,175.988996,1393.791177,0.398947,1.77595,4.812552,42.013923,15.962505,92.763704,1.913039,8.037796,0.562306,91.084199,60.069976,3.625601,5.318973,3.759659,36.013996,5.478317,2.098082,10.395158,157.664756,9.504805,1.60502,47.44502,44.912884,9.131016,1.752982,5.364816,0.746299,1.460846,3.136874,1/22/08
4.601365,1.683372,0.547,9.044416,2.63855,2.090656,1.95592,1.498952,695.135758,10.540415,2933.560339,7.309949,26.075037,7.45134,11.379221,258.95459,97.579895,57.636122,13857.10411,13448.03518,5.361435,153.688614,175.605017,1388.211951,0.397787,1.773543,4.783744,41.821816,15.961748,92.539037,1.92101,8.089074,0.560845,90.935999,59.82248,3.633053,5.3046,3.768776,36.014619,5.464904,2.090656,10.367002,157.207065,9.517326,1.588495,47.224055,45.26844,9.191398,1.762148,5.351525,0.746741,1.457308,3.125341,1/23/08
